gid,request_type,weight,reason
100000003718715100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=35%, меченых 0"
100000006491963100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004526651100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000008331280100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004177936100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000002922000100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002404112100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000000634341100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000001822650100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000004791226100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000007841978100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000006866831100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002999140100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002884708100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=35%, меченых 0"
100000001130553100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000006351075100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000005616568100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000006381453100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000004616845100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004908173100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000004433250100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000003664994100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000001957974100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002227960100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000008677368100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008631800100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000003220685100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000001202637100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002835874100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002707106100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008343415100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000004981068100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000004241142100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008190411100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000008699083100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000008136608100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008695157100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000000369781100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=26%, меченых 0"
100000003133045100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002474570100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002514975100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000001089055100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000000608031100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002659103100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000000733940100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000001537524100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000002971593100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000006918814100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000007381662100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000003199390100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000007749747100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000003447411100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000000500040100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008551752100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002876914100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000004571634100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000004610802100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000001311175100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008740295100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002596039100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002126791100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=35%, меченых 0"
100000005783452100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=51%, меченых 0"
100000006693788100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002832753100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002981489100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003084870100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000002791494100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000003345947100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002733083100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000003247600100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000001378288100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002305477100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000006638021100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=51%, меченых 0"
100000008517061100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002723439100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002320495100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002229615100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000008327791100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002208836100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000001724740100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000004386286100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000001714883100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008337304100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000008722541100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000004222274100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000006232642100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004066370100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000005685783100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000006171671100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003481025100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003646145100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=26%, меченых 0"
100000002659265100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000003289281100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004840086100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000008554390100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000004691350100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000004652395100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=65%, меченых 0"
100000004979264100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000008074304100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=26%, меченых 0"
100000002227989100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000003207060100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000004601193100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000004991593100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003128638100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000005878334100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002878483100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000000981693100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000006416061100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008168850100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004747154100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000008524903100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000005049404100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000002258492100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000005497148100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000004596284100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000007960337100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000003180305100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000007653094100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000008175078100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004263867100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002194320100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000001222245100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000008151098100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000008735802100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000004047887100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000003146511100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000007511780100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000007867364100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000006288612100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000006735545100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=26%, меченых 0"
100000004403641100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000003370425100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000004350094100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000004911971100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000001202787100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=46%, меченых 0"
100000008469048100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002635746100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008321975100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000003078839100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000004006327100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000007865484100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000005367180100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000001669260100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000001297206100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000002645046100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000006308406100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002728246100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000001590795100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000006257675100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002130400100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000000557536100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002689717100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000005189258100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002748511100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002371892100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000008130868100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000007153161100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002994441100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000001065481100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000007731977100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003252446100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000002671326100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000005087923100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000008770483100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002748040100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000004800648100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000005025629100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000000581682100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000004976946100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000000957746100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000003001138100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000001325618100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000003792647100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004107228100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=26%, меченых 0"
100000003500764100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=27%, меченых 0"
100000004261340100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008172721100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000005079473100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=30%, меченых 0"
100000004850609100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000005042822100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000002794374100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000002860934100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=34%, меченых 0"
100000003097947100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000004260869100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000008762885100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000002986245100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000001471706100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=33%, меченых 0"
100000002304943100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=28%, меченых 0"
100000002695812100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=32%, меченых 0"
100000008761220100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=31%, меченых 0"
100000004890713100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
100000003083865100,next_hop_outgoing,0.0,"Выгрузить исходящие (5-й хоп): P(переводит дальше)=29%, меченых 0"
